numCompra,anoCompra,uasg,iniVigencia,fimVigencia,numItem,descBreve,descDetalhada,unFornecimento,fornecedor,marca,valor,qtdUnidade
00004,2023,158127,14/12/2023,14/12/2024,1,239122 - Armário,"Armário Material: Madeira Aglomerada , Acabamento Superficial: Pintura Epóxi , Altura: 88,0 CM, Cor: Marfim-Claro , Tipo: Baixo , Largura: 60,0 CM, Tipo Portas: Com Puxadores , Características Adicionais: Com Niveladores De Piso , Profundidade: 75,0 CM, Quantidade Portas: 2 , Tipo Fixação Portas: Com Dobradiças , Tipo Fechamento Portas: Com Fechadura",Unidade,31.143.859/0001-83 - COMEFAR COMERCIO ATACADISTA LTDA,mdp,"630,0000",10
00004,2023,158127,14/12/2023,14/12/2024,23,247789 - Armário,"Material: Madeira Aglomerada, Tipo: Alto, Quantidade Portas: 1 UN, Tipo Portas: Com Puxador De Alça Na Cor Preta, Tipo Fixação Portas: Com Dobradiças Embutidas, Tipo Fechamento Portas: Com Fechadura, Acabamento Superficial: Laminado Melamínico, Cor: Argila, Altura: 210 CM, Largura: 40 CM, Profundidade: 50 CM, Quantidade Prateleiras: 5 UN,",Unidade,47.236.144/0001-05 - DEPIZOLI DISTRIBUIDORA LTDA,MOBIDESK AL210,"1.100,0000",4
00004,2023,158127,14/12/2023,14/12/2024,29,603080 - Mobiliario material plastico - piscina / jardim   (cadeira / mesa),"Tipo: Mesa, Altura: 75 CM, Largura: 60 CM, Comprimento: 1,50 M, Características Adicionais: Bancos Acoplados, Material: Madeira Plástica,",Unidade,22.609.215/0001-47 - ALFA LICITACOES LTDA,JARDIM,"598,0000",38
00004,2023,158127,14/12/2023,14/12/2024,42,338778 - Cadeira escritório,"Material Estrutura: Tubo Aço, Material Revestimento Assento E Encosto: Tecido, Material Encosto: Compensado/Espuma Laminada, Material Assento: Compensado/Espuma Laminada, Tipo Base: Giratória, Tipo Encosto: Alto, Apoio Braço: Com Braços, Cor: Azul Royal, Acabamento Superficial Estrutura: Pintura Epóxi, Cor Estrutura: Preta,",Unidade,43.750.420/0001-06 - SANE INDUSTRIA E COMERCIO DE MOVEIS E EQUIPAMENTOS LTDA,SC 123,"544,0000",6
00004,2023,158127,14/12/2023,14/12/2024,46,292686 - Claviculário,"Material: Madeira, Comprimento: 70 CM, Largura: 50 CM, Capacidade: 50 Chaves, Características Adicionais: Porta De Vidro Transparente Com Chave,",Unidade,37.597.436/0001-10 - BUFFOS COMERCIO DE ARTIGOS LTDA,50 CHAVES,"250,0000",2
00004,2023,158127,14/12/2023,14/12/2024,47,258455 - Conjunto escolar,"Componentes: Mesa E Cadeira, Material: Resina Plástica De Alto Impacto, Tamanho: Adulto, Formato Mesa: Bitrapezoidal, Material Tampo: Abs - Acrilonitrile/Butadiene/Stirene, Tratamento Superficial Estrutura: Antiferruginoso/Pintura Eletrostática Em Epóxi Pó, Características Adicionais: Assento E Encosto Da Cadeira Com Curvatura Anatô -, Aplicação: Sala De Aula,",Unidade,47.236.144/0001-05 - DEPIZOLI DISTRIBUIDORA LTDA,MOBIDESK CJ1,"375,0000",150
00004,2023,158127,14/12/2023,14/12/2024,48,258455 - Conjunto escolar,"Conjunto Escolar Componentes: Mesa E Cadeira , Material: Resina Plástica De Alto Impacto , Tamanho: Adulto , Formato Mesa: Bitrapezoidal , Material Tampo: Abs - Acrilonitrile/Butadiene/Stirene , Tratamento Superficial Estrutura: Antiferruginoso/Pintura Eletrostática Em Epóxi Pó , Características Adicionais: Assento E Encosto Da Cadeira Com Curvatura Anatô - , Aplicação: Sala De Aula",Unidade,47.236.144/0001-05 - DEPIZOLI DISTRIBUIDORA LTDA,MOBIDESK CJP01,"560,0000",10
00004,2023,158127,14/12/2023,14/12/2024,54,606536 - Armário estante,"Armário Estante Material: Madeira , Revestimento: Laminado Melamínico , Quantidade Prateleiras Externas: 2 UN, Largura: 1,10 M, Profundidade: 0,60 M, Altura: 2,00 M, Cor: Amadeirado , Acabamento Superficial: Texturizado , Quantidade Prateleiras Internas: 1 UN, Quantidade Portas: 2 UN, Espessura Corpo: 18 MM, Espessura Tampo: 25 M",Unidade,22.609.215/0001-47 - ALFA LICITACOES LTDA,LN54,"1.450,0000",3
00004,2023,158127,14/12/2023,14/12/2024,63,207383 - Gaveteiro móvel,"Material: Madeira, Tipo Madeira: Aglomerado, Tipo Revestimento: Marfim, Quantidade Gavetas: 4 UN, Altura: 440 MM, Largura: 460 MM, Profundidade: 520 MM, Acabamento Superficial: Madeira Laminada,",Unidade,43.750.420/0001-06 - SANE INDUSTRIA E COMERCIO DE MOVEIS E EQUIPAMENTOS LTDA,SC 1753,"375,0000",8
00004,2023,158127,14/12/2023,14/12/2024,65,479089 - Conjunto cadeiras espera,"Material Assento E Encosto: Polipropileno, Material Estrutura: Tubo Aço, Quantidade Assentos: 3 UN, Cor: Preta, Apoio Braço: Sem Braços, Material Revestimento Assento E Encosto: Sem Revestimento, Acabamento Superficial Longarina: Pintura Em Epóxi-Pó, Cor Longarina: Preta, Componentes Adicionais: Sapatas Reguláveis,",Unidade,47.236.144/0001-05 - DEPIZOLI DISTRIBUIDORA LTDA,MOBIDESK LN3L5000,"380,0000",6
00004,2023,158127,14/12/2023,14/12/2024,74,437124 - Mesa reunião retangular,"Mesa Reunião Retangular Material: Madeira Aglomerada Laminado Melamínico , Comprimento: 1.200 MM, Largura: 3.000 MM, Altura: 730 MM, Cor: Argila , Tipo Bordas: Arredondadas , Material Borda Lateral: Pvc , Características Adicionais: Sapatas Niveladoras , Espessura Tampo: 25 M",Unidade,45.283.794/0001-86 - INOVE INDUSTRIA E COMERCIO DE MOVEIS LTDA,SOB MEDIDA,"1.074,0000",2
00004,2023,158127,14/12/2023,14/12/2024,81,612027 - Conjunto escolar,"Componentes: Mesa E Cadeira, Material: Compensado Multilaminado, Formato Mesa: Retangular, Material Tampo: Compensado Revestido, Tratamento Superficial Estrutura: Pintura Epóxi, Características Adicionais: Cadeira: Assento/Encosto Em Madeira Compensada Mul, Espessura Tampo: 18 MM, Revestimento Tampo: Confeccionada Em Mdf 18mm, Cor: Casca De Ovo,",Unidade,93.920.361/0001-37 - REIFLEX INDUSTRIA E COMERCIO DE MOVEIS LTDA,RX810,"350,0000",5
00004,2023,158127,14/12/2023,14/12/2024,82,231698 - Mesa escritório,"Material Estrutura: Tubo Metálico, Material Tampo: Aglomerado, Revestimento Tampo: Laminado Fenólico Melamínico, Cor Tampo: Marfim Com Bordas Em Pvc Preta, Padrão Acabamento Estrutura: Pintura Eletrostática, Quantidade Gavetas: 3 UN, Largura: 1,20 M, Profundidade: 0.60 M, Altura: 0,75 M, Cor Estrutura: Preta, Tipo Gavetas: Com Chave, Características Adicionais: Base E Estrutura Retangular De 5 X 3 Cm,",Unidade,47.236.144/0001-05 - DEPIZOLI DISTRIBUIDORA LTDA,MOBIDESK ME120,"420,0000",2
00004,2023,158127,14/12/2023,14/12/2024,84,389079 - Mesa escritório,"Material Estrutura: Chapa Aço #13 Estampada, Material Tampo: Aglomerado, Revestimento Tampo: Laminado Melamínico Alta Pressão, Largura: 60 CM, Altura: 74 CM, Comprimento: 80 CM, Acabamento Estrutura: Tratamento Antiferruginoso Por Fosfatização, Espessura Tampo: 25 MM, Características Adicionais: Calha Vertical Com Tampa Removível, Coluna De Can-,",Unidade,09.685.667/0001-40 - BENTO OFFICE INDUSTRIA DE MOVEIS LTDA,ESPECIAL CONFORME ED,"380,0000",10
00004,2023,158127,14/12/2023,14/12/2024,85,329685 - Mesa escritório,"Material Estrutura: Aço Tubular, Material Tampo: Madeira Mdf, Cor Tampo: Argila, Quantidade Gavetas: Sem Gavetas UN, Largura: 1,40 M, Profundidade: 0,80 M, Altura: 0,75 M, Cor Estrutura: Cinza, Acabamento Estrutura: Tratamento Anti-Ferrugem, Espessura Tampo: 25 MM, Características Adicionais: Sapatas Niveladoras Piso C/Reguladores De Altura, Acabamento Bordas: Lapidada, Tipo Estrutura: Tubos Verticais, Formato: Peninsular Em ""L"",",Unidade,43.750.420/0001-06 - SANE INDUSTRIA E COMERCIO DE MOVEIS E EQUIPAMENTOS LTDA,sc 1701,"510,0000",3
