numCompra,anoCompra,uasg,iniVigencia,fimVigencia,numItem,descBreve,descDetalhada,unFornecimento,fornecedor,marca,valor,qtdUnidade
00024,2023,158127,21/11/2023,21/11/2024,36,408277 - Béquer,"Béquer Material: Vidro , Capacidade: 100 ML, Adicional: Com Orla E Bico , Graduação: Graduado , Formato: Forma Baixa",Unidade,80.243.769/0001-70 - AMBARLAB PRODUTOS LABORATORIAIS LTDA,Ionglass,"2,9400",15
00024,2023,158127,21/11/2023,21/11/2024,52,413184 - Balão laboratório,"Balão Laboratório Material: Vidro , Tipo Fundo: Fundo Chato , Capacidade: 200 ML, Tipo Uso: Volumétrico , Acessórios: Rolha De Plástico",Unidade,80.243.769/0001-70 - AMBARLAB PRODUTOS LABORATORIAIS LTDA,Ionglass,"16,1000",4
00024,2023,158127,21/11/2023,21/11/2024,83,428642 - Frasco - tipo almotolia,"Frasco - Tipo Almotolia Material: Polietileno (Plástico) , Capacidade: 500 ML, Tipo Bico: Bico Curvo , Tipo Tampa: Tampa Em Rosca",Unidade,58.954.694/0001-86 - PER-LAB INDUSTRIA E COMERCIO DE VIDROS PARA LABS LTDA,NALGON,"7,4500",10
00024,2023,158127,21/11/2023,21/11/2024,89,432668 - Termômetro,"Termômetro Material: Plástico E Aço Inox , Aplicação: Alimentos , Faixa Medição Temperatura: - 50°C A 300 °C, Tipo: Digital , Características Adicionais: Tipo Espeto Digital, Com Leitor Lcd A Prova D'Agua , Precisão: 1 °",Unidade,47.756.053/0001-09 - SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA,KASVI,"30,8300",2
00024,2023,158127,21/11/2023,21/11/2024,103,470780 - Pinça laboratório,"Pinça Laboratório Revestimento: Revestida Com Pvc , Material: Metal , Abertura: Abertura Até 35 MM, Aplicação: Para Bureta , Adicional: Sem Mufa",Unidade,58.954.694/0001-86 - PER-LAB INDUSTRIA E COMERCIO DE VIDROS PARA LABS LTDA,METALIC,"45,0000",6
00024,2023,158127,21/11/2023,21/11/2024,110,408791 - Cadinho,"Cadinho Material: Porcelana , Capacidade: Até 100 ML, Porosidade: 7 A 8 Microns , Formato: Forma Média",Unidade,47.756.053/0001-09 - SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA,UNIFIL,"22,3700",15
00024,2023,158127,21/11/2023,21/11/2024,115,440643 - Espátula laboratório,"Espátula Laboratório Material: Aço Inox , Comprimento: Cerca De 20 CM, Formato: Chata Com Colher",Unidade,21.707.794/0001-06 - FASTLABOR COMERCIAL LTDA,QUALIVIDROS,"14,0000",8
00024,2023,158127,21/11/2023,21/11/2024,116,403846 - Frasco conta-gotas,"Frasco Conta-Gotas Material: Vidro , Capacidade: 100 ML, Cor: Âmbar , Características Adicionais: Tampa Rosqueada, Tetina Latéx",Unidade,35.257.760/0001-63 - LAB VISION - COMERCIO DE PRODUTOS LABORATORIAIS LTDA,CARLABOR,"4,9500",5
00024,2023,158127,21/11/2023,21/11/2024,122,409890 - Proveta,"Proveta Material: Vidro , Base: Base Plástica , Capacidade: 50 ML, Adicional: Com Orla E Bico , Graduação: Graduada",Unidade,80.243.769/0001-70 - AMBARLAB PRODUTOS LABORATORIAIS LTDA,Ionglass,"6,6500",10
00024,2023,158127,21/11/2023,21/11/2024,136,408266 - Béquer,"Béquer Material: Vidro , Capacidade: 250 ML, Adicional: Com Orla E Bico , Graduação: Graduado , Formato: Forma Baixa",Unidade,47.756.053/0001-09 - SA CONSUMIVEIS PRODUTOS DE LABORATORIO LTDA,IONGLAS,"5,2900",10
00024,2023,158127,21/11/2023,21/11/2024,138,421040 - Bureta,"Bureta Material: Vidro , Escala: Graduação Máxima 0,1 Em 0,1 Ml, Numerada , Tipo Boca: Boca Larga , Volume: 50 ML, Graduação: Graduada , Acessórios: Com Torneira De Teflon",Unidade,32.346.844/0001-85 - 32.346.844 CATIA REGINA NUNES DA SILVA,COLOR GLASS,"58,0000",6
00024,2023,158127,21/11/2023,21/11/2024,146,410067 - Placa de petri,"Placa De Petri Material: Vidro , Dimensões: Cerca De 15 X 100 MM, Formato: Redonda",Unidade,21.707.794/0001-06 - FASTLABOR COMERCIAL LTDA,NORMAX,"7,4000",15
00024,2023,158127,21/11/2023,21/11/2024,152,414306 - Suporte laboratório,"Suporte Laboratório Material: Metal , Aplicação: Para Bureta , Base: Base Plana , Dimensões: Cerca De 70 CM, Tipo: Haste",Unidade,09.433.694/0001-25 - JOSIEL DANILO DA SILVA,GOLDENGLASS,"48,6200",7
