numCompra,anoCompra,uasg,iniVigencia,fimVigencia,numItem,descBreve,descDetalhada,unFornecimento,fornecedor,marca,valor,qtdUnidade
90010,2024,158127,09/07/2024,09/07/2025,1,18961 - Confecção / Instalação Etiqueta Personalizada - Adesivo,"Adesivo - Impressão colorida em adesivo vinil, corte seco. 1(uma) Unidade equivalente a 1(um)m²",UNIDADE,46.202.155/0001-01 - RMR GRAFICA LTDA,Não se aplica,"29,9000",20
90010,2024,158127,09/07/2024,09/07/2025,2,18961 - Confecção / Instalação Etiqueta Personalizada - Adesivo,"Adesivo - Impressão de vinil adesivo colorido, recortado eletronicamente - Plotter de recorte - instalado no local. 1(uma) Unidade equivalente a 1(um)m²",UNIDADE,02.647.622/0001-31 - SILVANA CARLOTTI,Não se aplica,"54,8900",15
90010,2024,158127,09/07/2024,09/07/2025,3,18961 - Confecção / Instalação Etiqueta Personalizada - Adesivo,Adesivo imantado (para lateral das estantes) - descrição sucinta do objeto: imã (manta magnética adesivada ou vinílica) impresso em papel; com o verso 100% imantado e acabamento termolaminado brilhoso. Dimensões (alt x larg): 34 cm x 24 cm. O design individual para cada adesivo enviado pelo contratante).,UNIDADE,46.202.155/0001-01 - RMR GRAFICA LTDA,Não se aplica,"7,9000",10
90010,2024,158127,09/07/2024,09/07/2025,4,18961 - Confecção / Instalação Etiqueta Personalizada - Adesivo,"Adesivo imantado (para prateleira) - descrição sucinta do objeto: imã (manta magnética adesivada ou vinílica) impresso em papel; com o verso 100% imantado e acabamento termolaminado brilhoso. Dimensões (alt x larg): 18 cm x 2,5 cm. O design individual para cada adesivo enviado pelo contratante,",UNIDADE,02.647.622/0001-31 - SILVANA CARLOTTI,Não se aplica,"9,8000",100
90010,2024,158127,09/07/2024,09/07/2025,5,18961 - Confecção / Instalação Etiqueta Personalizada - Adesivo,"Adesivo Perfurite, Impressão colorida, visibilidade mínima de 50% de dentro para fora dos veículos, conforme resolução nº 73 do Contran ou de acordo com a legislação que a substitua. Acabamento: corte, refile, aplicação de máscara de transferência (papel ou PVC de médio tach); -Aplicação final pela contratada: obrigatória para conjunto de trabalhos de acima de 3m². 1(uma) Unidade equivalente a 1(um)m²",UNIDADE,02.647.622/0001-31 - SILVANA CARLOTTI,Não se aplica,"58,9000",5
90010,2024,158127,09/07/2024,09/07/2025,6,18961 - Confecção / Instalação Etiqueta Personalizada - Adesivo,"Adesivo redondo, com 2cm de diâmetro, papel adesivo, impressão colorida. Tiragem mínima: 100 unidades por arte.",UNIDADE,40.358.740/0001-19 - GAVA IMPRESSAO DIGITAL LTDA,Não se aplica,"0,1000",2
90010,2024,158127,09/07/2024,09/07/2025,7,18961 - Confecção / Instalação Etiqueta Personalizada - Adesivo,"Adesivo redondo, com 7cm de diâmetro, papel adesivo, impressão colorida. Cada unidade corresponde a um cento. Tiragem mínima: 100 unidades por arte.",UNIDADE,40.358.740/0001-19 - GAVA IMPRESSAO DIGITAL LTDA,Não se aplica,"0,1800",1
90010,2024,158127,09/07/2024,09/07/2025,10,17906 - Confecção de Faixas,"Banner - impressão Plotter em lona, Policromia, Acabamento: perfil (em madeira), cordão (de nylon) e ponteiras de plástico. 1(uma) Unidade equivalente a 1(um)m²",UNIDADE,40.358.740/0001-19 - GAVA IMPRESSAO DIGITAL LTDA,Não se aplica,"28,7900",25
90010,2024,158127,09/07/2024,09/07/2025,11,17906 - Confecção de Faixas,"Banner, impressão em papel: 1,20x90cm, colorido, gramatura 150g/m², acabamento: perfil, cordão (nylon) e ponteiras plásticas.",UNIDADE,46.202.155/0001-01 - RMR GRAFICA LTDA,Não se aplica,"29,9000",15
90010,2024,158127,09/07/2024,09/07/2025,12,3735 - Gráfico - Formulários Planos,Bloco de notas - formato 15x21cm – 50 folhas. Impressão em 1x0 cor (seleção ou pantone). Papel offset 75g/m². Acabamento: Cola.Tiragem mínima de 100 unidades.,UNIDADE,34.382.012/0001-40 - MULTYGRAFHIC EDITORA LTDA,Não se aplica,"3,2400",100
90010,2024,158127,09/07/2024,09/07/2025,20,4367 - Cartazes em geral,"Cartaz formato A2, impressão colorida (4x0 cores), papel offset ou couché 150g/m².",UNIDADE,34.382.012/0001-40 - MULTYGRAFHIC EDITORA LTDA,Não se aplica,"4,2300",40
90010,2024,158127,09/07/2024,09/07/2025,21,4367 - Cartazes em geral,"Cartaz formato A3, impressão colorida (4x0 cores), papel offset ou couché 150g/m².",UNIDADE,17.615.848/0001-28 - TEIXEIRA IMPRESSAO DIGITAL E SOLUCOES GRAFICAS LTDA,Não se aplica,"0,9000",120
90010,2024,158127,09/07/2024,09/07/2025,34,17906 - Confecção de Faixas,"Faixa Impressão Plotter, cores Policromia. Material Lona. Acabamento: Perfil (em madeira) nas pontas, cordão de Nylon e ponteiras de plástico. 1(uma) Unidade equivalente a 1(um)m²",UNIDADE,46.202.155/0001-01 - RMR GRAFICA LTDA,Não se aplica,"31,9000",35
90010,2024,158127,09/07/2024,09/07/2025,35,22039 - Confecção Materiais Propaganda,"Flyer frente e verso Formato: 14,5x22cm Impressão offset 4x4 cores Couché brilho ou fosco 120g/m². Tiragem mínima: 300 unidades por arte..",UNIDADE,17.615.848/0001-28 - TEIXEIRA IMPRESSAO DIGITAL E SOLUCOES GRAFICAS LTDA,Não se aplica,"0,1700",10
90010,2024,158127,09/07/2024,09/07/2025,38,22039 - Confecção Materiais Propaganda,Folder 2 dobras Formato:22x31cm aberto Impressão offset 4x4 cores Couché fosco 180g/m². Tiragem mínima 300 unidades.,UNIDADE,50.447.623/0001-85 - RB FLEXO LTDA,Não se aplica,"0,4000",5
90010,2024,158127,09/07/2024,09/07/2025,39,22039 - Confecção Materiais Propaganda,Folder com até 4 dobras Formato: 46x20cm aberto. Impressão offset 4x4 cores. Couché fosco 180g/m². Tiragem mínima: 300 unidades por arte.,UNIDADE,04.008.938/0001-09 - GRAFICA POSITIVA LTDA,Não se aplica,"0,7200",8
90010,2024,158127,09/07/2024,09/07/2025,45,19275 - Edição / impressão obras públicas - livro / revista / perió-dico,"Livro 16x23cm 1 cor Capa: Formato: 16x23cm fechado, 44x23cm aberto, com orelha interna de 6cm Papel cartão triplex 300g/m² (dobras). Impressão: offset 4x0 cores. Miolo: Formato: 16x23cm até 200 páginas. Papel offset 90g/m². Impressão: offset 1x1 cor. Acabamentos: Lombada quadrada, acabamento brochura (com costura, cola PUR). Tiragem mínima de 200 unidades por publicação.",UNIDADE,04.772.585/0001-19 - EDITORA PROGRESSIVA LTDA,Não se aplica,"18,9500",200
90010,2024,158127,09/07/2024,09/07/2025,48,16390 - Confecção de artefato texteis / couro / borracha / lona,"Lona fundo de palco, impressão digital colorida, em lona vinílica 300dpi, 4X0 cores, com acabamento em ilhós (instalados a cada 20cm). 1(uma) unidade equivalente a 1(um)m²",UNIDADE,40.358.740/0001-19 - GAVA IMPRESSAO DIGITAL LTDA,Não se aplica,"31,7800",100
90010,2024,158127,09/07/2024,09/07/2025,50,12882 - Confecção pasta - uso pessoal para documento / congresso,"Pasta Formato aberto: 47x31,5cm - Impressão em offset 4x0 Papel Cartão duplex 300g/m² Acabamentos: laminação fosca, com bolso interno colado de 21x11cm com faca de corte. Tiragem mínima 100 unidades.",UNIDADE,34.382.012/0001-40 - MULTYGRAFHIC EDITORA LTDA,Não se aplica,"1,9800",8
90010,2024,158127,09/07/2024,09/07/2025,60,5452 - Confecção de Placas /  Quadros /  Distintivos / Artefatos deAcrílico / Metal / Laminado / Pvc,"Placa identificação, material: pvc - cloreto de polivinila, comprimento: 30 cm, altura: 15 cm, acabamento superficial: fotoluminescente, características adicionais 1: formato e texto conforme modelo",UNIDADE,46.202.155/0001-01 - RMR GRAFICA LTDA,Não se aplica,"4,0900",12
90010,2024,158127,09/07/2024,09/07/2025,61,5452 - Confecção de Placas /  Quadros /  Distintivos / Artefatos deAcrílico / Metal / Laminado / Pvc,"Placas em PVC branco (SÓLIDO), 3mm, com serigrafia colorida em 1 lado, em diferentes tamanhos (identificação de salas, banheiros, proibido fumar, etc.) 1(uma) unidade equivalente a 1(um)m²",UNIDADE,02.647.622/0001-31 - SILVANA CARLOTTI,Não se aplica,"14,9000",10
90010,2024,158127,09/07/2024,09/07/2025,62,5452 - Confecção de Placas /  Quadros /  Distintivos / Artefatos deAcrílico / Metal / Laminado / Pvc,"Placas em PVC branco, 2mm, com serigrafia colorida em 1 lado, em diferentes tamanhos (identificação de salas, banheiros, proibido fumar, etc.) 1(uma) Unidade equivalente a 1(um)m²",UNIDADE,31.381.381/0001-20 - CARINE POLETTO FONTANA LTDA,Não se aplica,"61,2200",30
