numCompra,anoCompra,uasg,iniVigencia,fimVigencia,numItem,descBreve,descDetalhada,unFornecimento,fornecedor,marca,valor,qtdUnidade
90038,2025,158127,31/10/2025,31/10/2026,1,458192 - Aparelho ar condicionado,"Aparelho Ar Condicionado Tipo: Split Hi Wall, Capacidade Refrigeração: 12.000BTU, Tensão: 220V, Características Adicionais 1: Controle Remoto S/Fio, Inverter",Unidade,08.824.171/0043-04 - J. C. M. NITEROI REFRIGERACAO LTDA,LCST12QFI-02,"1.843,0000",4
90038,2025,158127,31/10/2025,31/10/2026,2,461900 - Aparelho ar condicionado,"Aparelho Ar Condicionado Tipo: Bi Split, Modelo: Split Inverter, Capacidade Refrigeração: 18.000BTU/H, Tensão: 220V, Características Adicionais 1: Com Controle Remoto",Unidade,06.165.903/0001-09 - COMERCIO DE ARTIGOS DE INFORMATICA IRACEMINHA LTDA,pac18qc,"2.775,1500",4
90038,2025,158127,31/10/2025,31/10/2026,3,239607 - Aparelho ar condicionado,"Aparelho Ar Condicionado Tipo: Split Cassete, Capacidade Refrigeração: 24.000BTU/H, Tensão: 110/220V, Características Adicionais: Controle Remoto / Ciclo Reverso (Quente/Frio) / Ga",Unidade,53.482.135/0001-05 - ECOSOLYS DA AMAZONIA INDUSTRIAL LTDA,HW24KQFIN220V,"3.448,0000",4
90038,2025,158127,31/10/2025,31/10/2026,4,463213 - Aparelho ar condicionado,"Aparelho Ar Condicionado Tipo: Split, Modelo: Split Inverter, Capacidade Refrigeração: 30.000BTU, Tensão: 220V, Características Adicionais 1: Controle Remoto S/Fio, Quente/Frio, Selo Procel, Garantia: 1ANO",Unidade,53.482.135/0001-05 - ECOSOLYS DA AMAZONIA INDUSTRIAL LTDA,HW30KQFIN220V,"4.860,0000",8
90038,2025,158127,31/10/2025,31/10/2026,5,448819 - Aparelho ar condicionado,"Aparelho Ar Condicionado Tipo: Split, Modelo: Split Inverter, Capacidade Refrigeração: 48.000BTU, Tensão: 127/220V, Características Adicionais 1: Controle Remoto/Quente-Frio/Desumidificação/Filtro",Unidade,31.495.962/0002-73 - B2W INFORMATICA LTDA,42ZQVE48C5/38CQVE485,"9.626,5000",6
90038,2025,158127,31/10/2025,31/10/2026,6,448820 - Aparelho ar condicionado,"Aparelho Ar Condicionado Tipo: Split, Modelo: Split Inverter, Capacidade Refrigeração: 60.000BTU, Tensão: 127/220V, Características Adicionais 1: Controle Remoto/Quente-Frio/Desumidificação/Filtro",Unidade,46.701.976/0001-92 - M C Q M COMERCIO,mideia/carrier,"10.699,0000",2
90038,2025,158127,31/10/2025,31/10/2026,11,386515 - Aparelho ar condicionado,"Aparelho Ar Condicionado Tipo: Split, Modelo: Hi Wall, Capacidade Refrigeração: 60.000BTU/H, Tensão: 220V, Características Adicionais 1: Trifásico, Ciclo Frio, Controle Remoto Sem Fio",Unidade,46.701.976/0001-92 - M C Q M COMERCIO,mideia/carrier,"10.499,0000",10
90038,2025,158127,31/10/2025,31/10/2026,12,444993 - Aquecedor de água elétrico,"Aquecedor De Água Elétrico Material Corpo: Aço Inoxidável, Tensão: 220V, Potência: 3.000W",Unidade,46.728.867/0001-69 - RIKA COMERCIAL DE PRODUTOS GOVERNAMENTAIS LTDA,25L,"3.487,0000",2
90038,2025,158127,31/10/2025,31/10/2026,13,444993 - Aquecedor de água elétrico,"Aquecedor De Água Elétrico Material Corpo: Aço Inoxidável, Tensão: 220V, Potência: 3.000W",Unidade,46.728.867/0001-69 - RIKA COMERCIAL DE PRODUTOS GOVERNAMENTAIS LTDA,25L,"6.880,0000",2
90038,2025,158127,31/10/2025,31/10/2026,15,608632 - Aspirador pó/líquido,"Aspirador Pó/Líquido Material: Aço E Plástico, Voltagem: 220V, Potência Aspirador: 1.200W, Capacidade Tanque: 60L, Aplicação: Uso Geral",Unidade,53.111.650/0001-70 - GPR SOLUCOES CONSULTIVAS LTDA,SIMILAR,"193,7000",1
90038,2025,158127,31/10/2025,31/10/2026,16,"344181 - Aspirador pó,líquido","Aspirador Pó/Líquido Material: Plástico Alta Resistência, Voltagem: 220V, Potência Aspirador: Mínima 1.600W, Capacidade Tanque: Mínima 1,5L, Características Adicionais: Filtro Hepa, Rodas, Tubos Prolongadores, Bocais, Aplicação: Pisos E Estofados",Unidade,51.659.136/0001-49 - SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS INDUSTRIAIS LTDA,EOS,"434,5600",1
90038,2025,158127,31/10/2025,31/10/2026,21,364223 - Cafeteira elétrica,"Cafeteira Elétrica Material: Plástico Resistente, Aplicação: Residencial, Capacidade: 26 Cafés, Voltagem: 220V, Características Adicionais: Placa Aquecedora/Filtro Removível/Corta Pingo/Níve",Unidade,37.587.427/0001-48 - CAZABEN SERVICOS E SOLUCOES LTDA,BLACK DECKER,"280,0000",6
