numCompra,anoCompra,uasg,iniVigencia,fimVigencia,numItem,descBreve,descDetalhada,unFornecimento,fornecedor,marca,valor,qtdUnidade
90002,2024,158127,03/04/2024,03/04/2025,5,405539 - Tapete,"Tapete Material Superfície: Vinil , Material Base: Vinil , Tipo: Antiderrapante , Largura: 1,10 M, Comprimento: 2,20 M, Cor Básica: Azul Royal , Características Adicionais: Bordas Cor Grafite, Personalizado Conforme Modelo , Espessura: 10 M",Unidade,29.605.776/0001-17 - TECNOKAP COMERCIO E SERVICOS LTDA,TAPETE VINILICO XADR,"450,0000",1
90002,2024,158127,03/04/2024,03/04/2025,6,609773 - Aparelho / equipamento para condicionamento físico,"Aparelho / Equipamento Para Condicionamento Físico Tipo: Step , Material: Eva , Aplicação: Condicionamento Físico , Dimensões: 60 X 30 X 10 C",Unidade,41.471.513/0001-68 - ACSUL COMERCIAL LTDA,ACSUL,"185,0000",2
90002,2024,158127,03/04/2024,03/04/2025,23,459510 - Colcha Cama,"Colcha Cama Tipo: Colcha / Cobre Leito , Material: 100% Algodão , Medidas Mínimas (C X L): 2,40 M X 1,60 M, Cor: Com Cor",Unidade,22.252.006/0001-99 - ZEFERINA PAULINA AMALIA MULLER SCHERER LTDA,Lençol,"47,0000",30
90002,2024,158127,03/04/2024,03/04/2025,24,350631 - Guardanapo de pano,"Guardanapo De Pano Tipo Tecido: 100% Algodão , Cor: Branca , Comprimento: 50 CM, Largura: 50 C",Unidade,41.471.513/0001-68 - ACSUL COMERCIAL LTDA,ACSUL,"3,0000",15
90002,2024,158127,03/04/2024,03/04/2025,25,459481 - Toalha Banho,"Toalha Banho Material: 100% Algodão , Medidas Mínimas (C X L): 1,30 X 0,70 M, Cor: Branco , Características Adicionais: Tecido Felpudo",Unidade,41.471.513/0001-68 - ACSUL COMERCIAL LTDA,ACSUL,"24,5000",30
90002,2024,158127,03/04/2024,03/04/2025,26,347153 - Toalha mão,"Toalha Mão Material: Algodão E Poliéster , Cor: Variada , Comprimento: 40 CM, Largura: 20 C",Unidade,41.471.513/0001-68 - ACSUL COMERCIAL LTDA,ACSUL,"10,0000",10
90002,2024,158127,03/04/2024,03/04/2025,27,323665 - Travesseiro,"Travesseiro Material: Espuma , Revestimento: Napa Impermeável , Comprimento: 65 CM, Largura: 45 CM, Cor: Azul , Altura: 10 C",Unidade,41.471.513/0001-68 - ACSUL COMERCIAL LTDA,ACSUL,"15,0000",5
90002,2024,158127,03/04/2024,03/04/2025,41,469173 - Tnt,"Tnt Gramatura: 40 G/M2, Cor: Variada , Largura: 1,40","Rolo 50,00 M",41.471.513/0001-68 - ACSUL COMERCIAL LTDA,ACSUL,"98,0000",10
90002,2024,158127,03/04/2024,03/04/2025,44,372142 - Toalha mesa,"Toalha Mesa Material: 100% Algodão , Formato: Retangular , Comprimento: 2,50 M, Largura: 1,40 M, Características Adicionais: Costura Dupla , Cor: Branca",Unidade,41.471.513/0001-68 - ACSUL COMERCIAL LTDA,ACSUL,"40,9000",6
90002,2024,158127,03/04/2024,03/04/2025,56,443244 - Jaleco,"Jaleco Material: 100% Algodão , Tipo: Longo , Tipo Manga: Longa , Quantidade Botões: 4 UN, Quantidade Bolsos: 2 UN, Tamanho: G , Cor: Branca , Tipo Gola: Com Gola",Unidade,21.601.494/0001-30 - PAMPA COMERCIO E DISTRIBUIDORA LTDA,Pampa,"56,0000",3
90002,2024,158127,03/04/2024,03/04/2025,57,283776 - Camiseta,"Camiseta Tipo: Unissex , Tipo Tecido: Malha 100% Algodão, Fio 30.1, 160 G/M2 , Tipo Manga: Curta , Tipo Gola: Careca , Cor: Branca , Tamanho: Grande , Tipo Costura: Sem Costura Lateral , Características Adicionais: Estampa Em 3 Cores Silk-Screen, Escala Cmyk",Unidade,43.166.956/0001-70 - GS COMERCIO E EMPREENDIMENTOS LTDA,2024,"14,9000",20
90002,2024,158127,03/04/2024,03/04/2025,63,390453 - Touca,"Touca Material: Tecido , Cor: Branca , Aplicação: Cozinha Industrial","Caixa 100,00 UN",53.288.672/0001-00 - MAXYTEM LTDA,SOFT,"8,9400",10
