numCompra,anoCompra,uasg,iniVigencia,fimVigencia,numItem,descBreve,descDetalhada,unFornecimento,fornecedor,marca,valor,qtdUnidade
00048,2023,158127,25/11/2022,25/11/2023,6,26077 - Software como servico - saas,Software como Servico - Saas,UNIDADE,04.567.265/0001-27 - SCORPION INFORMATICA LTDA,Não se aplica,"838,8000",20
00048,2023,158127,25/11/2022,25/11/2023,8,27464 - Licenciamento de Direitos Permanentes  de  Uso  de  Softwarepara Servidor,Licenciamento de Direitos Permanentes  de  Uso  de  Softwarepara Servidor,UNIDADE,12.308.775/0001-08 - LEANDRO BOLDRINI ACOSTA,Não se aplica,"245,0300",5
00048,2023,158127,25/11/2022,25/11/2023,9,473695 - Câmera vídeo de segurança,"Tipo Sensor: 1/3"" Wdr, Características Adicionais: Full Hd 1080p Em 30 Fps, Zoom Óptico Mínimo 3x(3-9, Componentes Adicionais: Kits De Montagem Para Poste, Parede E Teto, Cor: Colorida, Padrão: Ip Wifi Com Visão Noturna,",Unidade,28.956.477/0001-64 - GHF TECNOLOGIA E COMUNICACAO LTDA,Axis M-2026-LE MK II,"2.800,0000",75
00048,2023,158127,25/11/2022,25/11/2023,15,611689 - Microcomputador,"Memória Ram: 64 GB, Núcleos Por Processador: Superior A 8, Armazenamento Hdd: 2 TB., Armazenamento Ssd: Superior A 500, Monitor: 21 A 29 POL, Componentes Adicionais: Com Teclado E Mouse, Sistema Operacional: Proprietário, Garantia On Site: Superior A 36 MESES, Gabinete: Torre, Outros Recursos: Conforme Edital,",Unidade,02.543.216/0011-09 - PERFIL COMPUTACIONAL LTDA,Dell Precision 3660,"10.750,0000",23
00048,2023,158127,25/11/2022,25/11/2023,18,260060 - Estabilizador tensão,"Capacidade: 300 VA, Tensão Alimentação Entrada: Bivolt V, Tensão Alimentação Saída: 115 V, Características Adicionais: Com 4 Estágios De Estabilização (Microprocessado), Quantidade Tomadas Saída: 4,",Unidade,49.816.576/0001-10 - LIFE COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA,KEE 1.5 BI,"145,0000",30
00048,2023,158127,25/11/2022,25/11/2023,19,608236 - Módulo Memória,"Capacidade Memória: 8 GB, Padrão: 2rx4 Pc3l-10600r, Aplicação: Servidor Storage, Barramento: 1.333 MHZ,",Unidade,27.912.769/0001-32 - LUGATH COMERCIO LTDA,KEE 3.5 BI,"265,0000",30
00048,2023,158127,25/11/2022,25/11/2023,20,429835 - Estabilizador tensão,"Estabilizador Tensão Tensão Alimentação Entrada: Bivolt V, Tipo: Microprocessador Função True Rms , Quantidade Tomadas Saída: 6 , Capacidade Nominal: 2000 VA, Tipo Alarme: Led Iindicador Das Condições Rede Elétrica , Componentes: Fusível Rearmável",Unidade,48.660.113/0001-40 - SUL TRADE PRODUTOS PARA O COMERCIO E INDUSTRIA LTDA,KEE 2.0 AT,"338,0000",10
00048,2023,158127,25/11/2022,25/11/2023,24,348827 - Elemento circuito lógico ( gateway ),"Componentes: Uma Porta Ethernet 10/100 Mbits Rj45, Compatibilidade: Pabx Ip Asterisk, Tipo: Fxs Appliance, Características Adicionais: Para Conexões De Ramais Analógicos, Suporte Codecs,",Unidade,24.435.379/0001-20 - A. G .S. COMERCIAL LTDA,GXW4216,"2.998,0000",1
00048,2023,158127,25/11/2022,25/11/2023,33,451811 - Monitor computador,"Monitor Computador Tamanho Tela: Até 22 POL, Tipo De Tela: Led , Formato Tela: Widescreen , Qualidade De Imagem: Full Hd , Interatividade Da Tela: Sem Interatividade , Ajuste: Com Ajuste De Rotação E Altura , Alimentação: Bivolt , Garantia On Site: 36 MESE",Unidade,65.149.197/0002-51 - REPREMIG REPRESENTACAO E COMERCIO DE MINAS GERAIS LTDA,LF24T450FQL,"610,0000",18
00048,2023,158127,25/11/2022,25/11/2023,35,482633 - Estabilizador tensão,"Tensão Alimentação Entrada: Bivolt V, Características Adicionais: Comunicação Com Interface Usb, Freqüência: 40hz - 70hz HZ, Tipo: Nobreak, Quantidade Tomadas Saída: 12 Tomadas 2p+T, Tensão Saída: Bivolt V, Capacidade Nominal: 3 KVA, Tipo Alarme: Sonoro, Bateria: Selada,",Unidade,12.215.178/0001-39 - VLP INDUSTRIA ELETRONICA LTDA,VNA 1200,"445,0000",25
